pathway,pval,padj,log2err,ES,NES,size,leadingEdge
HP_TICS,4.122290022077855e-5,0.20170365078026944,0.557332238758646,0.8349982395164289,2.0294518377416746,11,"ARID2, GATAD2B, VPS13A, PUF60"
GO_SCAR_COMPLEX,3.757185817910218e-5,0.20170365078026944,0.557332238758646,0.8891439061996376,1.9372840734994314,8,"CYFIP1, ABI2, WASF3"
GO_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_ENDOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_I_VIA_ER_PATHWAY,2.4645775497359975e-5,0.20170365078026944,0.5756102610711286,-0.934715558601782,-1.854491992166166,6,"HLA-G, HLA-F, HLA-E, HLA-C, HLA-B, HLA-A"
GO_GUANYL_NUCLEOTIDE_BINDING,9.267871944251194e-5,0.27208618453932654,0.5384340963099162,-0.36581936478949484,-1.5797575698126938,269,"HSP90AB1, DRG1, PCK2, DNM1L, ARF3, EIF2S3B, EIF2S3, REM1, ARL8B, ARL5A, AK3, ATL1, ARF1, MTIF2, EHD2, RAB30, RAB28, MTG2, MFN2, RAB2B, GTPBP10, RAB11B, DNM2, GNA13, RAB35, RAB40C, RHOB, DNAJC27, GIMAP6, GNAI3, SRPRB, ARL5C, RAP2A, SRL, SAMHD1, GNA11, RABL6, SAR1A, TUBA4A, IRGQ, RHOBTB2, ARFRP1, RRAGC, NOLC1, MIEF1, SUCLG2, ANXA6, ARL4A, TUBD1, RAB14, TUBB3, RAB13, MPPED2, RAB12, RHOD, RAB8A, GUF1, RP2, GNAO1, GFM2, TUBB"
GO_CHAPERONE_MEDIATED_PROTEIN_COMPLEX_ASSEMBLY,8.684848817235507e-5,0.27208618453932654,0.5384340963099162,-0.7636762037333821,-2.016329838165402,16,"HSP90AB1, STUB1, LONP1, HSP90AA1"
GO_CYCLIC_NUCLEOTIDE_PHOSPHODIESTERASE_ACTIVITY,2.7733545857273374e-4,0.3091654630190191,0.49849310876659025,0.6778487862422813,1.9696859597449141,22,"PDE1C, PDE4B, PDE1A, PDE7B, PDE5A, PDE3A, PDE4D, PDE1B, CNP"
GO_NEGATIVE_REGULATION_OF_STRIATED_MUSCLE_CELL_APOPTOTIC_PROCESS,2.94864533160724e-4,0.3091654630190191,0.49849310876659025,0.7098706142356052,1.9680984442906733,18,"HEY2, NFE2L2, BAG3, PDPK1, AMBRA1, RGL2, NUPR1, HSF1"
GO_POSITIVE_REGULATION_OF_LEUKOCYTE_ADHESION_TO_VASCULAR_ENDOTHELIAL_CELL,1.7937032223274104e-4,0.3091654630190191,0.5188480777437918,0.8642724948850483,1.8830937577482387,8,"TRAF6, NFAT5, ITGA4, RHOA, RELA, ETS1"
GO_INTRACELLULAR_TRANSPORT,1.8544829085152844e-4,0.3091654630190191,0.5188480777437918,-0.26443641080194524,-1.2858723896758357,1393,"HSP90AB1, SSB, TMED5, UBB, DNM1L, ARF3, MAPK8IP3, PCNT, RANBP2, RPLP1, DCTN2, APOE, SPCS2, ATP5PB, PKD1, SNX3, PKIA, FYTTD1, TOMM70, GGA3, ATP5IF1, ATG14, MGRN1, DCTN1, ATP1B1, TBC1D9B, PEX3, ERGIC2, LMTK2, NUP98, CD63, PDCD10, MAP1B, ARL8B, SNRPB, RPL27, DST, NLGN1, SRP14, WDR33, RPL8, PPP1R12A, ARL5A, NSF, TTC21B, COPG1, STAM2, CSNK1D, VPS37A, ZDHHC20, RPL13, GEMIN5, IMMP2L, HERPUD1, ARF1, DYNLRB1, USP9X, KIF3A, MVB12B, CHMP4B, SNF8, AKAP13, SRP68, SEC22B, PDCD5, SAE1, CYC1, EPG5, TRAPPC6B, KIF13B, PROS1, BET1L, GRTP1, ANKRD50, NUP93, SUFU, CD81, EHD2, RPL5, RAB28, CLUAP1, EIF4A3, SMAD3, PICALM, RHBDD1, TRAPPC2L, WASL, PRKAG1, RPS20, MFN2, SPTBN1, IFT43, HMGXB4, PRKN, GOLGB1, NUP54, DENND1A, RPS24, APPL1, IFT81, RAB11B, ANKFY1, IPO5, TRAPPC10, CAMK1, YWHAB, VTI1B, ARHGEF2, TIMM17A, RPL18A, RAB35, DCTN6, TFDP2, BAX, SEC22A, UBAP1, CAT, PCM1, CTTN, RPL11, FYCO1, APPBP2, RHOB, VPS11, HSP90AA1, WASHC2C, WASHC2A, NUP214, TM9SF4, TRIP11, SMO, DNAJC27, XPO1, SRPRB, NFKBIA, ARL5C, PSAP, THOC3, HEATR5B, MED1, POM121C, POM121, DENND1B, TBC1D2B, RPL6, PINK1, TMEM50A, TBC1D5, PHYH, NCBP2, TOMM40, SRL, COG5, AP3M1, DDX39B, SGPP1, PRKACA, VPS50, RPS8, PSIP1, EPS15L1, SMG6, CTDSPL2, TBC1D22B, TMEM167A, DDX19B, TBC1D30, M6PR, TMED10, SRSF10, THOC2, GOLGA7, SAR1A, TMED2, HSPB1, BNIP3L, MAP2K2, DYNLL2, NUP188, ZFAND2B, ARFRP1, EEA1, NPC2, LYST, SDCBP, HMGCL, AP1M1, CLIP1, TBC1D22A, UBE2J2, LMF1, STX1B, NOLC1, NF1, MIEF1, TXNIP, ERP29, CLEC16A, IPO11, SRSF6, OSBPL2, LAMTOR1, EIF2D, VPS4B, TRAPPC4, TERF2, SNX11, MSN, RILPL2, NCBP1, RPLP2, UBE2D1, ARL4A, LMNA, FAF2, AP4S1, GRIA1, TMED4, IWS1, TBC1D14, RPL21, CEP120, DAB2, DYNC1H1, VPS26A, SRSF3, GRIP1, RAB14, ATP5F1A, ARL6IP1, LEPROT, CLN5, BCAP31, AP3B1, ABCD3, CLTB, ANGPT1, TBC1D16, PRNP, EPS15, ZDHHC15, VPS37C, RAB13, COPB2, SCYL2, AP2A2, ZIC1, RANBP3, TNPO1, HSPA5, CSE1L, SEC63, CEP290, SEC31A, PABPN1, HOOK3, NUP107, BAD, PTPN14, IDE, RAB12, MAGOH, VPS29, AP4M1, RHOD, NAPB, ZMPSTE24, PPP1CC, RAB8A, TIMM21, ITSN1, RPS23, DENND5A, STYX, GOSR2, BMF, THOC7, ADPRH, RPL37A, STX12, BBS5, SCAP, KPNA1, ZFAND6, ZDHHC2, CRYAB, SNX13, TUBB, UPF3B, ZDHHC7, PPP6R1, SRSF7, DERL2, VTI1A, GGA1, TSC1, SPIRE1, UBE2G2, ALS2, RPL36, RAB18, TRAPPC5, RPAIN, GOLGA7B, ATP5PO, PTTG1IP, WASHC1, RANBP17, UFD1, BICD2, DYNC1LI2, AP1S2, TRAPPC8, RBM27, UPF2, PRKAA2, FUT10, TCF7L2, APP, TRAPPC11, STX16, RPL12, ZPR1, NDRG4, RPL27A, SYMPK, SH3GLB1, CAPZB, MAPK14, NSUN2, MYH10, PLN, DDX19A, ACOX1, SNX17, VPS13C, COG7, CCDC88A, EIF5A, TRAPPC2, AIP, UBE2D3, TOMM20, SMN2, SMN1, KPNA4, TMEM108, KLHL20, CPSF3, SIRT4, MTMR2, SUPT6H, HIF1A, ANP32A, DNAJC30, GLE1, PSEN1, PEX10, RPS11, KCNB1"
GO_UBIQUITIN_LIKE_PROTEIN_LIGASE_BINDING,2.52665127003001e-4,0.3091654630190191,0.49849310876659025,-0.3580707282518973,-1.5392947991645705,254,"HSP90AB1, PTPN22, VCL, UBB, DNM1L, PER1, GPI, SMC6, SLF2, FHIT, SUMO2, PRKAR2B, SMAD2, CUL4A, SHPRH, STUB1, JAK1, UBE2G1, SKI, MAP1LC3A, RPL5, SMAD3, MFN2, PRKN, ACVR1B, SLF1, FOXO1, KDM4A, RPL11, USP7, PSMD1, APBB1, HSP90AA1, RNF34, NFKBIA, AXIN2, PINK1, PRKACA, UBE2B, HLTF, ATP6V0C, AXIN1, UQCRC1, RNF8, ITCH, RTN4, UBE2J2, TRIP4, UBXN1, SMAD5, CUL7, UBXN7, STAT2, SUMO3, TXNIP, TRIOBP, TRAF5, UBE2D1, FAF2, PARP9, PRKAR1A, NLK, CACUL1, DET1, CEBPB, MAP1LC3B2, MAP1LC3B, SUMO1, HSPA5, JUN, GABARAPL2, BAG1, BAG5, TANK, ANKRA2"
