pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GO_STRUCTURAL_CONSTITUENT_OF_RIBOSOME,1e-10,3.687e-7,NA,0.6066346374095837,2.3086870622020825,126,"MRPL12, RPL13, MRPL57, MRPL41, RPL3, RPL21, RPL27A, RPS14, MRPL24, MRPS23, RPL14, MRPL52, MRPL33, MRPL46, RPS28, MRPS7, RPL10A, MRPL43, MRPL22, RPL24, MRPL27, RPL12, MRPL49, MRPS5, MRPL4, RPL23, MRPL42, MRPS31, RPL3L, MRPS30, RPL5, MRPS11, MRPS15, MRPS24, MRPL9, RPS8, MRPS16, MRPS18C, MRPS14, MRPL14, MRPL28, RPSA, RPS15A, MRPS6, MRPS18B, RPL4, RPL18A, RPL13A, MRPL11, MRPL23, MRPL20, MRPL37, RPS7, MRPS2, MRPL19, RPL11, MRPS34, MRPS17"
GO_RIBOSOMAL_SUBUNIT,1e-10,3.687e-7,NA,0.5824582673158217,2.281261935050438,153,"MRPL12, RPL13, MRPL53, MRPL57, MRPL41, RPL3, RPL21, RPL27A, RPS14, MRPL24, RPL14, MRPS26, MRPL52, MRPL33, MPV17L2, MRPL46, RPS28, MRPS7, RPL10A, MRPL43, MRPL22, RPL24, MRPL27, RPL12, MRPL49, MRPS5, MRPL4, MRPL40, RPL23, MRPL42, MRPS31, RPL3L, MRPS30, RPL5, MRPS11, MRPS15, NDUFAB1, MRPS24, MRPL9, RPS8, MRPS16, RBM3, MRPL44, MRPS18C, MRPS14, MRPL14, MRPL28, RPSA, RPS15A, MRPL38, RACK1, MRPS6, MRPS18B, MRPS28, RPL4, MCTS1, RPL18A, RPL13A, MRPL11, MRPL23, MRPL48, MRPL20, MRPL37, RPS7, MRPS2, MRPL19, RPL11, MRPS34, MRPS17"
GO_RIBOSOME,1e-10,3.687e-7,NA,0.5280621093504211,2.1153502732890885,190,"MRPL12, CHCHD1, RPL13, MRPL53, MRPL57, MRPL41, EEF2, RPL3, RPL21, RPL27A, RPS14, MRPL24, MRPS23, APEX1, RPL14, MRPS26, MRPL52, BTF3, MRPL33, MPV17L2, MRPL46, RPS28, MRPS7, RPL10A, MRPL43, MRPL22, RPL24, MRPL27, RPL12, MRPL49, MRPS5, MRPL4, MRPL40, RPL23, MRPL42, MRPS31, RPL3L, MRPS30, RPL5, MRPS11, MRPS15, SERP1, NDUFAB1, MRPS24, MRPL9, RPS8, MRPS16, RBM3, MRPL44, MRPS18C, MRPS14, RPS6KL1, MRPL14, MRPL28, RPSA, RPS15A, MRPL38, RACK1, MRPS6, MRPS18B, MRPS28, RPL4, MCTS1, RPL18A, RPL13A, MRPL11, MRPL23, MRPL48, MRPL20, MRPL37, RPS7, MRPS2, EIF2AK4, MRPL19, RPL11, EIF3H, MRPS34, EIF2AK2, MRPS17"
GO_MITOCHONDRIAL_PROTEIN_COMPLEX,1e-10,3.687e-7,NA,0.5016382528215899,2.052811756718536,249,"MRPL12, MT-ND4L, TOMM22, MRPL53, MT-ND2, MRPL57, MRPL41, UQCRC1, CYC1, SMDT1, MRPL24, MRPS26, MRPL52, APOOL, SAMM50, NDUFS2, ATP5F1B, MRPL33, BAX, MPV17L2, TIMM50, MRPL46, PHB2, MRPS7, TIMM17B, MT-ND5, MRPL43, ATP5F1C, MRPL22, TIMM10B, NDUFS3, MRPL27, NDUFV3, TOMM20, MRPL49, MRPS5, MRPL4, TOMM40L, MRPL40, POLRMT, MRPL42, MRPS31, PPIF, MRPS30, MRPS11, MRPS15, NDUFAB1, MRPS24, MRPL9, MRPS16, NDUFA10, TIMM21, MRPL44, MRPS18C, SDHB, TIMM29, BCKDK, IMMT, MRPS14, NDUFV1, MRPL14, MRPL28, TIMM17A, COX4I2, MRPL38, HSPA9, MRPS6, MRPS18B, VDAC1, MRPS28, ATP5PB, NDUFA9, DMAC2, SDHA, UQCRC2, NDUFB2, PAM16, MRPL11, NDUFB7, MRPL23, IMMP1L, MRPL48, MRPL20, MRPL37, NDUFB5, MRPS2, MRPL19, NDUFS7, TIMM9, MRPS34, TRMT10C, MTX3, MRPS17, ATP5F1A"
GO_MITOCHONDRIAL_ENVELOPE,3.582973724733201e-10,1.056833929847305e-6,0.8140358378479079,0.38085644892907,1.6644581827415215,709,"MRPL12, CHCHD1, NDUFAF3, SURF1, MT-ND4L, TOMM22, SLC25A3, HTRA2, SLC25A22, ABCG2, MRPL53, MTFP1, MT-ND2, MRPL57, MRPL41, GHITM, PMPCA, SOD1, VDAC2, HSD17B8, COASY, CYB5R3, NRP1, HIGD1A, SLC25A11, UQCRC1, SLC25A42, PET100, CYC1, SMDT1, MRPL24, NDUFAF4, MRPS23, MPV17, MTCH1, PPOX, MRPS26, MRPL52, APOOL, SAMM50, SLC27A1, NDUFS2, RHBDD1, ATP5F1B, MRPL33, DEGS1, BAX, CHCHD7, SLC25A1, MPV17L2, TIMM50, ABCB10, MRPL46, PGRMC1, THEM4, PHB2, MRPS7, C12orf73, TIMM17B, COQ6, MT-ND5, LDHD, DAO, MRPL43, ATP5F1C, ACADL, MRPL22, ABCB8, TIMM10B, NDUFS3, SMIM20, LETM2, MRPL27, NDUFV3, DIABLO, FKBP8, TOMM20, MRPL49, RNF5, MRS2, MRPS5, PMPCB, MRPL4, BCL2L2, ATP23, COQ5, PRELID1, TOMM40L, MRPL40, MAOA, PARK7, MCL1, SHMT2, MRPL42, MRPS31, PPIF, CARD19, CKMT1A, CKMT1B, VDAC3, MRPS30, THOP1, CRAT, TSPO, ACADVL, ERAL1, MRPS11, CALM3, BAD, PINK1, MRPS15, NDUFAB1, MRPS24, MRPL9, MRPS16, SLC8B1, SFXN3, NDUFA10, NAT8L, PRELID3B, CPT1C, TIMM21, MRPL44, MRPS18C, SDHB, TIMM29, CPT1A, IMMT, SLC25A39, MRPS14, PPP1R15A, NME1, NDUFV1, ABCB6, FGR, MRPL14, MRPL28, TIMM17A, COX4I2, KMO, MRPL38, ARL2BP, HSPA9, VAT1, MRPS6, MRPS18B, VDAC1, FUNDC1, LYN, COX7A2L, CHCHD4, IFI27L2, MRPS28, COQ7, ATP5PB, HADHB, COX16, ENDOG, REXO2, NDUFA9, DMAC2, COQ10A, SDHA, TRIAP1, SLC25A19, PGS1, MTCH2, UQCRC2, BCL2A1, MAVS, CMC4, ECSIT, NDUFB2, PAM16, MRPL11, NDUFB7, EXOG, SLC25A13, CYP2E1, CNR1, COX14, SPHK2, PLSCR3, PGAM5, CDS2, TMEM14A, MRPL23, IMMP1L, MRPL48, MSTO1, MRPL20, SCO2, MTERF3, MRPL37, VRK2, NME2, ARL2, NDUFB5, MRPS2, ACACB, GNPAT, DMPK, MRPL19, DTYMK, ADAP2, NDUFS7, MOAP1, MUL1, TIMM9, COQ3, CRLS1, MRPS34, SLC25A4, MAPK8IP1, VAMP1, SFXN4, MTX3, MRPS17, GDAP1, ATP5F1A, PLA2G4B, SPNS1, MAOB"
GO_RIBONUCLEOPROTEIN_COMPLEX,5.074533293425425e-10,1.2473202835239694e-6,0.8012155746177786,0.3925568701245815,1.706901512990983,609,"EIF6, MRPL12, LSM6, RPL13, MRPL53, MRPL57, MRPL41, RRP1, ALYREF, EEF2, RPL3, HNRNPK, RPL21, RPL27A, RPS14, SYF2, MRPL24, RBM17, CELF3, EIF3F, MRTO4, NOL6, HNRNPA3, NOC4L, RPL14, MRPS26, MRPL52, SRP9, EIF3D, BTF3, LSM4, MRPL33, XAB2, BUD31, PPAN, UTP23, DDX5, XPO1, MPV17L2, ZCRB1, MRPL46, SNRPB2, RPS28, LSM5, SART1, DDX39B, SRP19, MRPS7, RPL10A, CWC15, MRPL43, HNRNPA1L2, U2AF2, ERG, EMG1, RRP9, MRPL22, RPL24, HNRNPAB, MRPL27, CD2BP2, EIF1B, RPL12, ZMAT2, RPP30, SRP14, MRPL49, POP4, SNRPA1, EBNA1BP2, EIF3K, ZNHIT3, NFATC2, MRPS5, EIF3C, EIF3CL, MRPL4, HNRNPH2, MRPL40, RPL23, ZRSR2, CCDC12, SRSF2, CALR, RALY, RBM8A, PHF5A, DERL2, MRPL42, MRPS31, RPL3L, CACTIN, SNRPN, EIF1, MRPS30, EIF3M, DDX1, RPL5, LSM11, RRS1, PPWD1, HNRNPH3, MRPS11, ESS2, MRPS15, NDUFAB1, U2AF1L4, EIF2S1, MRPS24, TFIP11, MRPL9, RPS8, WDR74, TGS1, MRPS16, RBM3, CELF6, EIF3B, MFAP1, PABPC1L, PRPF38A, MEPCE, MRPL44, MRPS18C, CWF19L1, SF3A2, MCRS1, MRPS14, NIP7, MRPL14, RBMX2, MRPL28, NGDN, RPSA, SLIRP, SF3A1, EIF3L, RPS15A, MRPL38, C9orf78, RACK1, CELF4, MRPS6, MRPS18B, DHX16, ACTB, MRPS28, RBMXL1, LAS1L, KRR1, MYEF2, PES1, RPL4, MCTS1, RPL18A, TIAL1, SRSF1, RPL13A, NOC2L, RUVBL1, MRPL11, GRSF1, IVNS1ABP, HNRNPA2B1, EIF4A3, PATL2, ZNF622, UPF1, MRPL23, CWF19L2, MRPL48, GTF3C1, MRPL20, RPP21, MRPL37, ELAVL4, RPS7, MRPS2, TEFM, EIF2AK4, LSM1, POP5, MRPL19, RPP40, BCAS2, VBP1, PDCD11, IMPACT, HSPA1A, HSPA1B, LSM2, RPL11, BMS1, EIF3H, MRPS34, CIRBP"
GO_ORGANELLE_INNER_MEMBRANE,1.1947496543238322e-9,2.517166843138268e-6,0.7881868108002371,0.4071396261343738,1.7529832475228961,502,"UNC50, MRPL12, CHCHD1, NDUFAF3, SURF1, MT-ND4L, SLC25A3, SLC25A22, MRPL53, MTFP1, MT-ND2, MRPL57, MRPL41, GHITM, PMPCA, HIGD1A, SLC25A11, UQCRC1, SLC25A42, PET100, CYC1, SMDT1, MRPL24, LEMD2, NDUFAF4, MRPS23, MPV17, MTCH1, PPOX, MRPS26, MRPL52, APOOL, SLC27A1, NDUFS2, ATP5F1B, MRPL33, SLC25A1, MPV17L2, TIMM50, ABCB10, MRPL46, THEM4, PHB2, MRPS7, C12orf73, TIMM17B, COQ6, MT-ND5, LDHD, MRPL43, ATP5F1C, PTGS2, MRPL22, ABCB8, TIMM10B, NDUFS3, SMIM20, LETM2, MRPL27, NDUFV3, P2RX6, MRPL49, MRS2, MRPS5, PMPCB, MRPL4, ATP23, COQ5, EMD, MRPL40, SHMT2, NEMP1, MRPL42, MRPS31, PPIF, CKMT1A, CKMT1B, MRPS30, CRAT, ACADVL, ERAL1, MFSD10, MRPS11, PINK1, MRPS15, NDUFAB1, MRPS24, MRPL9, MRPS16, SLC8B1, SFXN3, NDUFA10, TIMM21, MRPL44, MRPS18C, SDHB, TIMM29, IMMT, SLC25A39, MRPS14, NDUFV1, FGR, MRPL14, MRPL28, TIMM17A, COX4I2, DPY19L1, MRPL38, MRPS6, MRPS18B, LYN, COX7A2L, MRPS28, COQ7, ATP5PB, HADHB, COX16, ENDOG, NDUFA9, DMAC2, COQ10A, SDHA, SLC25A19, PGS1, MTCH2, UQCRC2, NRM, ECSIT, NDUFB2, PAM16, MRPL11, NDUFB7, EXOG, SLC25A13, CYP2E1, SPHK2, PLSCR3, CDS2, MRPL23, IMMP1L, MRPL48, TMEM43, SIGMAR1, MRPL20, SCO2, MRPL37, NDUFB5, MRPS2, MRPL19, NDUFS7, TIMM9, COQ3, CRLS1, MRPS34, SLC25A4, SFXN4, MRPS17, ATP5F1A, PLA2G4B, SPNS1, MATR3, ATP11B, MT-ND4, COX15"
GO_TRANSLATIONAL_TERMINATION,2.1461516555631922e-9,3.956430577030745e-6,0.7749390301364363,0.597670122368428,2.209330216222199,104,"MRPL12, CHCHD1, MRPL53, MRPL57, MRPL41, MRPL24, MRPS23, MRPS26, MRPL52, MRPL33, MRPL46, MRPS7, MRPL43, MRPL22, TRMT112, MRPL27, MRPL49, MRPS5, MRPL4, MRPL40, MRPL42, MRPS31, MRPS30, ERAL1, MRPS11, MRPS15, MRPS24, MRPL9, MRPS16, MRPL44, MRPS18C, MRPS14, MRPL14, MRPL28, MRPL38, MRPS6, MRPS18B, N6AMT1, MRPS28, MRPL11, UPF1, MRPL23, MRPL48, MRPL20, MRPL37, MRPS2, MRPL19, MRPS34, MRPS17, GSPT1, MRPS27, MRPL58, MRPS18A, ABCE1, MRPL18, EIF5A, EIF5AL1, MRPL2, OXA1L, MRPL32"
GO_MITOCHONDRIAL_TRANSLATIONAL_TERMINATION,2.9302163649881044e-9,4.801647883427174e-6,0.7749390301364363,0.6126037699142255,2.230543788836699,89,"MRPL12, CHCHD1, MRPL53, MRPL57, MRPL41, MRPL24, MRPS23, MRPS26, MRPL52, MRPL33, MRPL46, MRPS7, MRPL43, MRPL22, MRPL27, MRPL49, MRPS5, MRPL4, MRPL40, MRPL42, MRPS31, MRPS30, ERAL1, MRPS11, MRPS15, MRPS24, MRPL9, MRPS16, MRPL44, MRPS18C, MRPS14, MRPL14, MRPL28, MRPL38, MRPS6, MRPS18B, MRPS28, MRPL11, MRPL23, MRPL48, MRPL20, MRPL37, MRPS2, MRPL19, MRPS34, MRPS17, MRPS27, MRPL58, MRPS18A, MRPL18, MRPL2, OXA1L, MRPL32"
GO_LARGE_RIBOSOMAL_SUBUNIT,3.326779973746219e-9,4.906335105280924e-6,0.7749390301364363,0.6010085970647052,2.207768323774482,95,"MRPL12, RPL13, MRPL53, MRPL57, MRPL41, RPL3, RPL21, RPL27A, MRPL24, RPL14, MRPL52, MRPL33, MPV17L2, MRPL46, RPL10A, MRPL43, MRPL22, RPL24, MRPL27, RPL12, MRPL49, MRPL4, MRPL40, RPL23, MRPL42, RPL3L, MRPS30, RPL5, NDUFAB1, MRPL9, RBM3, MRPL44, MRPL14, MRPL28, MRPL38, RPL4, RPL18A, RPL13A, MRPL11, MRPL23, MRPL48, MRPL20, MRPL37, MRPL19"
