pathway,pval,padj,log2err,ES,NES,size,leadingEdge
GO_CELL_SUBSTRATE_JUNCTION,1e-10,1.523375110795066e-8,NA,0.4270874583123157,2.0086104459206573,386,"VIM, B2M, HSPB1, PDGFRB, LIMD1, ANXA5, G3BP1, ITGB1, CSRP1, ADAM17, CSRP2, LIMA1, CTNNB1, MCAM, ITGA1, CALR, JUP, CAT, RPL37A, FAT1, MAPRE1, RHOA, LASP1, IGF2R, BCAR1, YWHAB, CYBA, SENP1, SLC9A1, SDCBP, HSPG2, PACSIN2, P4HB, ADGRE5, CAV2, ARHGAP24, PDIA3, RAC1, PPP1CB, RPL18, PPIB, ADD1, EPB41L2, RALA, TNS3, AKAP12, DLC1, PHLDB2, TGM2, SNAP23, RDX, ERBIN, FLII, FAM107A, SLC9A3R2, VASP, PLEC, CSPG4, YES1, JAK1, RPS19, RPL13A, MAP4K4, ITGA4, ICAM1, TRIOBP, MDC1, DPP4, RPS9, EFNB2, RPL12, PTK7, CD59, ARPC1B, RPLP1, BSG, ITGA6, TLN1, RPS5, RPL38, VCL, GNA12, ASAP3, CTNNA1, SRP68, PFN1, ALCAM, RPS16, RPS3A, LIMS2, SLC4A2, RPL8, HSP90B1, CD99L2, MPRIP, EHD3, FLNA, ACTR3, ITGAV, PEAK1, TADA1, ARHGAP31, TES, JAK2, SRC, SVIL, AHNAK, AIF1L, NEDD9, RSU1, ARMC5, CPNE3, PROCR, RPS8, SORBS3, ARPC2, CD81, KLF11, LCP1, IQGAP1, RRAS2, RPL3, NECTIN2, GIT1, FLT1, DDR2, MAPK3, CTTN, PARVB, FES, HYOU1, ACTB, CNN2, PPFIBP1, ACTG1, PVR, CD9, ITGB2, MYH9, GRB7, AJUBA, CDC42EP1, ADAM10, HNRNPK, RPL10A, MSN, NUMB, MAP2K2, NHS, PRKAR2A, TEK, ENG, EPHA2, SNTB1, RND3, GIT2, RPLP2, RAB10, RPS17, CLASP2, ACTN1, SPRY4, PIP5K1A"
GO_BLOOD_VESSEL_MORPHOGENESIS,1e-10,1.523375110795066e-8,NA,0.38842659675350644,1.8857404458684883,517,"GLUL, SOX18, EDN1, LOXL2, EMP2, HSPB1, UNC5B, RASIP1, PDGFRB, COL4A1, ADAM12, TGFB2, CLDN5, NOTCH3, RNF213, ITGB1, COL4A2, PRKX, PIK3CA, S100A1, CTNNB1, MCAM, SOX17, TIE1, SP1, NUS1, HLA-G, SLC12A2, BTG1, PIK3R3, SHC1, JUP, TSPAN12, PLXDC1, SLC12A6, ECM1, EPN2, PDCL3, RHOA, NRARP, FOXC1, ADGRF5, SERPINE1, RAP1A, RAMP2, HSPG2, CDH5, LAMA1, GTF2I, VEGFD, AKT1, JAG1, ARHGAP24, PKD2, CLEC14A, FGFR2, PDGFRA, PRRX1, RECK, YAP1, PRL, ADIPOR2, ASB4, HIPK2, ADGRG1, CSPG4, NOTCH1, SPARC, UBP1, JAK1, ACVRL1, EGLN1, ROCK1, FGFBP1, EYA1, PECAM1, APLN, JCAD, WARS2, EDNRA, PLCG1, PDCD10, EFNB2, CHD7, STAT1, ERAP1, ZFP36L1, FN1, NEDD4, NFATC4, TGFBR2, STK4, SAT1, CARD10, CD34, CIB1, CLIC4, SFRP2, F3, HIPK1, PLXND1, PTGIS, STRA6, STARD13, ROBO4, EPAS1, EPHB4, AMOTL1, AMOT, PTN, ENPEP, ECSCR, ANXA3, FKBPL, CALCRL, ADGRA2, ANGPTL4, ITGAV, STIM1, NODAL, VAV3, MFGE8, GAB1, MAPK14, SOX4, FOXO4, VEZF1, ANPEP, RGCC, TLR3, CTSH, BMPR2, FGF2, FLT4, S1PR1, LDLR, PTPRM, APOLD1, HDAC7, GATA2, ZC3H12A, HEY2, COL18A1, TEAD2, POFUT1, HEY1, BAK1, FLT1, ANGPT2, RASA1, SIRT1, TNFSF12, ENPP2, CXCR4, XBP1, MYLK, NOTCH2, NR2E1, HIF3A, ACTG1, APOE, EPN1, PDGFA, GPX1, ETS1, ELK3, ITGB2, ERBB2, MYH9, ANXA2, BMP4, GLMN, NAA15, GJC1, SEMA5A, ARID2, TEK, CCM2, ENG, EPHA2"
GO_RNA_CATABOLIC_PROCESS,1e-10,1.523375110795066e-8,NA,0.3991684691143619,1.8735349391738343,361,"VIM, HSPB1, ETF1, PSMB1, RNASET2, TENT5D, RPL37A, RPL36, HELZ2, RBM8A, RBM7, DKC1, RIDA, YWHAB, RPL14, PSMD2, AKT1, PSMA5, RPL18, DIS3, MAGOH, SECISBP2, PSMD6, PSMB2, DDX5, PAIP1, POLR2G, SERBP1, HNRNPA0, DHX34, PUM2, PSMD11, THRAP3, RPS19, RPL24, RPL13A, ZC3HAV1, PSMB7, ROCK1, MTREX, RPS27A, RPL27A, HNRNPR, RPS9, RPL12, ANP32A, ZFP36L1, DCP1A, UPF1, RPLP1, PSMA6, PSMC2, RPS5, HNRNPU, ALKBH5, RC3H1, RPL38, CNOT6L, TAF15, MOV10, TENT2, TRDMT1, NANOS3, RNASEH2A, RPS15A, PSMB9, RPS16, RPS3A, RPL13, RPS12, UBC, RPL8, ATM, RPL26, PSMF1, DIS3L2, RPS24, CNOT3, PSMD3, PCID2, BTG2, PSMD13, SYNCRIP, EIF4G1, PNRC2, MEX3D, MAPK14, PSMA7, EXOSC3, GSPT1, TRIR, RPSA, RPL23A, AXIN2, DDX6, CNOT6, SIDT2, MYEF2, LSM1, APEX1, RPS8, DHX9, ZC3H12A, PRR5L, EIF4A3, TUT7, FXR2, ERN1, RPL11, RPL3, LSM3, TENT5C, CNOT8, PSMB8, NUDT16, DCPS, LSM6, FXR1, METTL3, XRN2, RPL18A, LSM2, BOLL, PSMB10, PSMD9, SSB, PSMD1, PUM1, TNFSF13, RPL10A, TNKS1BP1, LSM4, NANOS1, DHX36, RPLP2, FASTKD1, RPS20, ZC3H14, PSMB4, RPS17, PSMD8, APOBEC1, SUPV3L1, HNRNPM, RNPS1, PRPF18, PDE12, EXOSC8, TOB1, GIGYF2, PABPC1, CASC3, RBM10, RPL23, PSMC6, FTO, RNASE2, RNASE3, PSMA4"
GO_SYMBIOTIC_PROCESS,1e-10,1.523375110795066e-8,NA,0.34892689150695405,1.7509645150916011,827,"IL2RG, CXCL12, VIM, ISG15, EIF3D, B2M, AP1G1, HSPB1, RAB1B, ACBD3, IKBKB, APOBEC3H, CD93, PGLYRP1, G3BP1, ITGB1, VPS4B, PSMB1, CTNNB1, RELA, BST2, STOM, SP1, HLA-A, HLA-B, HLA-C, HLA-E, ATG5, XPR1, SHC1, RPL37A, RPL36, CDK5RAP3, GTF2B, GADD45GIP1, SNW1, RHOA, TAF4, TBKBP1, IGF2R, YWHAB, RPL14, BAD, PTBP1, P4HB, GRK2, BNIP3L, STAU1, CAV2, TPCN2, PIK3R1, RNF8, RAC1, POLR2B, CR2, RANBP1, RPL18, IRGM, PPIB, IFITM1, IFITM2, IFITM3, RACK1, PDGFRA, PSMB2, DDX5, POLR2G, NUP50, COPS6, F11R, BCAP31, TANK, HIPK2, FYN, CARM1, NOTCH1, UBP1, ACOT8, RPS19, RPL24, RPL13A, ZC3HAV1, FBXW11, PSMB7, VAC14, ICAM1, IFIH1, APLN, TRIM27, THOC3, SEH1L, NUP88, RSAD2, RPS27A, VCP, RPL27A, SMARCB1, EIF3A, PLCG1, DPP4, RPS9, EFNB2, RPL12, PKN2, TAP2, PIK3C2G, STAT1, NELFA, AP3M1, WRAP53, LAMP1, MAP3K7, VAMP8, SERINC5, TSC2, FN1, CHMP3, NEDD4, UPF1, RPLP1, DYNLT1, BECN1, SNX3, TLN1, RPS5, HNRNPU, IRF7, RPL38, PC, SKP2, IDE, PACS2, HSP90AB1, ELOB, MOV10, RBX1, TAP1, EIF4E, SCRIB, SAMHD1, CHMP2A, ATG12, SUMO1, RPS15A, TMEM39A, CHMP5, RAD23A, NPC1, PSMB9, HTATSF1, VPS35, NFKBIA, RPS16, RPS3A, RPL13, RPS12, UBC, RPL8, RPL26, AP1B1, RPS24, RAD50, TOP1, BIN1, UBAP1, MXRA8, ITGAV, CTBP1, THOC6, SYNCRIP, AZI2, SKP1, EIF4G1, DDX58, AXL, SLC1A5, FUCA2, TRIM13, PSMA7, SUPT5H, DDX3X, RPSA, RPL23A, PRKRA, SRC, AP2A2, DDX6, NUP160, ANPEP, RTRAF, IL6ST, POM121, POM121C, OASL, CHMP2B, SNAPIN, LDLR, FURIN, CHMP7, POLR2C, RPS8, UBXN1, DHX9, EXOC2, ZC3H12A, CAMP, TRIM21, CRTC2, CD81, NDC1, DHX58, TPR, MID2, NLRX1, RPL11, WWP2, RAB29, IQGAP1, MICA, MICB, SP110, RPL3, RAB43, NECTIN2, BAK1, SH3RF1, CAMLG, SIRT1, DERL2, RNF216, TENT5C, PSMB8, TRIM34, CXCR4, VDAC1, CCDC85B, DTX3L, MAPK3"
GO_VASCULATURE_DEVELOPMENT,1e-10,1.523375110795066e-8,NA,0.34693472402209635,1.700253750618533,619,"GLUL, SOX18, EDN1, LOXL2, EMP2, HSPB1, UNC5B, RASIP1, PDGFRB, COL4A1, ADAM12, TGFB2, CLDN5, NOTCH3, ADAMTS6, RNF213, ITGB1, COL4A2, PRKX, PIK3CA, S100A1, CTNNB1, MCAM, SOX17, ATP7A, TIE1, SP1, NUS1, HLA-G, SLC12A2, BTG1, PIK3R3, SHC1, JUP, TSPAN12, PLXDC1, SLC12A6, ECM1, EPN2, PDCL3, RHOA, NRARP, FOXC1, ADGRF5, SERPINE1, RAP1A, STK11, RAMP2, HSPG2, CDH5, LAMA1, GTF2I, VEGFD, AKT1, JAG1, ARHGAP24, PKD2, CLEC14A, FGFR2, PDGFRA, PRRX1, RECK, YAP1, PRL, ADIPOR2, ASB4, PTPN14, HIPK2, ADGRG1, CSPG4, NOTCH1, GJA4, SPARC, UBP1, JAK1, GPC3, ACVRL1, EGLN1, ROCK1, FGFBP1, EYA1, PECAM1, APLN, JCAD, WARS2, EDNRA, PLCG1, PDCD10, IMMP2L, EFNB2, CHD7, STAT1, ERAP1, PTK7, ZFP36L1, FN1, MEGF8, NEDD4, NFATC4, TGFBR2, STK4, SAT1, CARD10, CD34, CIB1, CLIC4, SFRP2, F3, HIPK1, PLXND1, PTGIS, STRA6, STARD13, ROBO4, LGALS8, EPAS1, EPHB4, AMOTL1, AMOT, PTN, SEMA3C, ENPEP, ECSCR, ANXA3, FKBPL, CALCRL, ADGRA2, ANGPTL4, ITGAV, STIM1, NODAL, VAV3, MFGE8, GAB1, MAPK14, SOX4, FOXO4, VEZF1, PDGFB, ANPEP, RGCC, TLR3, CTSH, BMPR2, FGF2, FLT4, S1PR1, LDLR, PTPRM, APOLD1, HDAC7, GATA2, ZC3H12A, HEY2, COL18A1, TEAD2, POFUT1, HEY1, BAK1, FLT1, ANGPT2, RASA1, SIRT1, TNFSF12, ENPP2, CXCR4, GPER1, FOSL1, ACVR2B, XBP1, MYLK, NOTCH2, NR2E1, HIF3A, ACTG1, APOE, EPN1, PDGFA, GPX1, ETS1, ELK3, ITGB2, ERBB2, MYH9, ANXA2, SOCS3, ADAM10, BMP4, GLMN, NAA15, GJC1, SEMA5A, ARID2, TEK, CCM2, ENG, EPHA2"
GO_IMMUNE_EFFECTOR_PROCESS,1e-10,1.523375110795066e-8,NA,0.33727746405325576,1.6973743224710443,936,"S100A13, GBP3, TCIM, ISG15, DOCK10, B2M, EMP2, AP1G1, AGL, TOLLIP, TGFB2, APOBEC3H, CD93, NIT2, PGLYRP1, G3BP1, ADAM17, PSMB1, PIK3CA, RNASET2, SHLD1, ATP7A, RELA, BST2, STOM, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, JUP, CAT, PRDX2, DNAJC13, SBNO2, IMPDH2, MFNG, PLD1, SRP14, MVP, MANBA, RHOA, IGF2R, TRAF2, CYBA, RAP1A, NPC2, SDCBP, OSTF1, PSMD2, ADGRE5, JAG1, BNIP3L, VTN, PIK3R1, FBXO38, RNF8, PSMA5, PAFAH1B2, RAC1, CR2, HFE, IFIT1B, DYNC1H1, IFITM1, IFITM2, IFITM3, RAB18, PSMD6, CD180, SLC15A4, BCL10, ELMOD2, JAK3, SNAP23, IDH1, ARSA, CKAP4, DNAJC3, CSTB, RAB5B, FYN, PGM1, YES1, VAT1, PUM2, PSMD11, HGSNAT, RPS19, KMT5B, ZC3HAV1, PSMB7, ROCK1, UFD1, TRAF6, RNF125, ICAM1, IFIH1, PECAM1, MLEC, RSAD2, CUEDC2, TSPAN6, VCP, ITM2A, FTL, PLCG1, PGM2, PARP3, PLPP4, STAT1, KCMF1, CD59, DDX21, LAMP1, MAP3K7, PRDX1, RELB, RNF26, ABCC9, VAMP8, SERINC5, PRKDC, ARPC1B, HTRA1, DYNLT1, BECN1, PSMC2, ZFPM1, KDELR1, TMEM30A, FUCA1, IRF7, RC3H1, STXBP3, PNP, SKP2, HSP90AB1, MOV10, HPRT1, AMPD3, VCL, DDX60, GYG1, PTGER4, SAMHD1, PTGES2, MAD2L2, IL15, SWAP70, FRK, UNC93B1, SNX4, CTSD, ANXA3, ATP11B, RAB5C, FLNA, ACTR3, RFTN1, PSMD3, TRAF3IP2, ITGAV, PLA2G6, PSMD13, VAV3, DDX58, ATP11A, WDR1, AIM2, COTL1, SERPINB6, FUCA2, MAPK14, PRAM1, PDAP1, EXOSC3, DDX3X, TRIM56, SRC, AP2A2, IRAK3, ANPEP, RGCC, TLR3, SEMA7A, CTSH, OASL, STK11IP, TRIL, RIPK2, SCART1, ERP44, DDIT4, CPNE3, NPLOC4, APAF1, MASP1, DHX9, KMT5C, GATA2, ZC3H12A, BIRC2, CAMP, ARPC2, ZBP1, CD81, DHX58, VAMP7, TRAPPC1, CST3, LCP1, NLRX1, SCAMP1, IQGAP1, MICA, MICB, NECTIN2, ADORA2B, GUSB, RNF216, SNAP29, TRIM34, ABCF3, DTX3L, MAPK3, GLB1, FES, ABI1, SEC14L1, NRAS, ACTR10, PDXK, APP, XBP1, LTA4H, NOTCH2, ACTB, CNN2, ACTG1, PVR, GM2A, YPEL5, TTC4, ITGB2, CPPED1, HLX, TUBB4B, VPS35L, ANXA2, ARG1, CD55, PSMD1, ADAM10, SURF4, TKFC, PUM1, TNFSF13, DDX17, STAT5B"
GO_ANATOMICAL_STRUCTURE_FORMATION_INVOLVED_IN_MORPHOGENESIS,1e-10,1.523375110795066e-8,NA,0.3188781331235715,1.6007297098003666,913,"GLUL, SOX18, EDN1, MMP15, LOXL2, EMP2, HSPB1, UNC5B, RASIP1, PDGFRB, COL4A1, ADAM12, TGFB2, CLDN5, NOTCH3, RNF213, ITGB1, CSRP1, ADAM17, COL4A2, CSRP2, PRKX, CTHRC1, PIK3CA, S100A1, CTNNB1, MCAM, SOX17, ATP7A, TIE1, SP1, NUS1, HLA-G, SLC12A2, BTG1, CASQ2, PIK3R3, SHC1, JUP, TM4SF1, TSPAN12, PLXDC1, MEOX1, SBNO2, MFNG, SLC12A6, ECM1, EPN2, PDCL3, RHOA, MTHFD1L, NRARP, WLS, FOXC1, SERPINE1, RAMP2, LEO1, HSPG2, CDH5, PRKAR1A, GTF2I, VEGFD, AKT1, JAG1, VTN, ARHGAP24, SMAD4, MED12, CLEC14A, CUL3, SCGB3A1, FGFR2, TET1, KNDC1, UGT8, RALA, PDGFRA, DLC1, RECK, EHD2, BCL10, PHLDB2, TGM2, PRL, ADIPOR2, FZD6, PTPN14, MEGF11, FLII, HIPK2, ADGRG1, VASP, CSPG4, NOTCH1, LEMD2, MYH11, SPARC, UBP1, JAK1, ACVRL1, EGLN1, ITGA4, ROCK1, TRAF6, FGFBP1, TMOD3, EYA1, PECAM1, APLN, JCAD, EDNRA, PLCG1, PDCD10, AKAP13, EFNB2, MTMR2, STAT1, ERAP1, PTK7, SOX7, TSC2, FN1, PRKDC, NFATC4, TGFBR2, HTRA1, STK4, LAMA3, ZFPM1, SAT1, PTCH1, CARD10, CD34, RC3H1, CIB1, CLIC4, SFRP2, F3, SLC40A1, JAM2, HIPK1, PLXND1, PTGIS, STRA6, SCRIB, STARD13, EYA2, ROBO4, EPAS1, KDM6B, EPHB4, VANGL2, STK3, AMOTL1, PFN1, AMOT, PTN, SEMA3C, TANC1, HEYL, ACTL6A, ATM, ENPEP, ECSCR, ANXA3, FKBPL, CALCRL, ACRBP, CNOT3, ADGRA2, PTGFRN, ANGPTL4, ITGAV, IFT122, STIM1, NODAL, VAV3, NEB, MFGE8, TXNRD1, GAB1, SMAD2, AGFG1, WDR1, MAPK14, SOX4, FOXO4, VEZF1, AXIN2, EHD1, TCTN1, ANPEP, RGCC, TLR3, CTSH, BMPR2, FGF2, FLT4, CC2D2A, S1PR1, FURIN, PTPRM, APAF1, APOLD1, SDCCAG8, HDAC7, GATA2, ZC3H12A, HEY2, RS1, CD81, MTHFD1, COL18A1, TEAD2, POFUT1, HEY1, KLHL6, NECTIN2, MBOAT7, FLT1, CDK5, ANGPT2, NFKB2, SIRT1, EXOC4, IFT52, TNFSF12, ENPP2, CXCR4, MAPK3, MTPN, ABI1, RTF1, PAFAH1B1, ACVR2B, XBP1, NOTCH2, BMP5, NR2E1, CASP3, ITGA7, HIF3A, MFN2, ACTG1, EPN1, PPARA, SNAI2, CD9, PDGFA, GPX1, ETS1, ELK3, MPP5, ITGB2, PEF1, ERBB2, MYH9, ETS2"
GO_RESPONSE_TO_BIOTIC_STIMULUS,1e-10,1.523375110795066e-8,NA,0.3058921681971665,1.5525796814344917,1041,"XAF1, CXCL12, EDN1, GBP3, VIM, ISG15, B2M, PARP14, AP1G1, HSPB1, MAOB, TSPO, ABCA1, TOLLIP, IKBKB, APOBEC3H, PGLYRP1, G3BP1, MAP4K2, ADAM17, PSMB1, LITAF, USP18, RNASET2, ATP7A, RELA, BST2, CDK19, TYK2, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, ATG5, XPR1, SHC1, PRDX2, SBNO2, IFNGR1, FAM3A, MFHAS1, ICAM2, RHOA, RPS6KA5, TBKBP1, BMP6, SERPINE1, SMC1A, CYBA, NPC2, PSMD2, IFI35, VEGFD, AKT1, BNIP3L, FBXO38, DACH1, PSMA5, FGFR2, CR2, IRGM, TMCO1, IFIT1B, IFITM1, IFITM2, IFITM3, AKAP12, PSMD6, PSMB2, CD180, CDC42EP4, BCL10, ELMOD2, JAK3, YAP1, HNRNPA0, IL1RAP, ERBIN, IRAK2, KIF5B, HEXIM1, DNAJC3, LY96, FYN, YES1, NOTCH1, AKIRIN2, PUM2, CAPZA1, SPARC, JAK1, PSMD11, GPC3, PDE4B, RPS19, RPL13A, ZC3HAV1, FBXW11, PSMB7, TFPI, TRIM39, UFD1, TRAF6, RNF125, SLX4, ICAM1, IFIH1, TRIM27, SEH1L, RSAD2, TSPAN6, F2R, COLEC12, GBP6, CCT5, CHD7, TRAFD1, STAT1, ERAP1, DDX21, LAMP1, MAP3K7, PRDX1, RELB, RNF26, ABCC9, SERINC5, PRKDC, RARRES2, UPF1, HTRA1, PPP1R15B, BECN1, PSMA6, SNX3, CSF1, PSMC2, THRSP, GBP5, ALPL, IRF7, STXBP3, SKP2, HSP90AB1, MOV10, DDX60, SCRIB, PTGER4, ANKHD1, SAMHD1, LGALS8, SUMO1, RPS15A, IL15, CHMP5, PPP1R11, FRK, PSMB9, PTGER1, EDNRB, UNC93B1, CDC37, PLSCR3, NFKBIA, HMGB2, ANXA3, PSMF1, RBMS3, NAALADL2, FLNA, PPARD, ACTR3, PSMD3, TRAF3IP2, TRIM43, TRIM43B, PLA2G6, CUBN, PSMD13, SYNCRIP, SOCS1, SKP1, DDX58, AXL, AIM2, COTL1, FUCA2, PLSCR4, MAPK14, ADH5, TRIM13, JAK2, PSMA7, DDX3X, TRIM56, PRKRA, SRC, IRAK3, TLR3, OASL, TRIL, RIPK2, DDIT4, NPLOC4, APAF1, MASP1, TMEM229B, DHX9, PELI1, ZC3H12A, BIRC2, CAMP, TRIM21, ZBP1, DHX58, VAMP7, MID2, NLRX1, RAB29, MSRB1, MICA, MICB, KLHL6, RAB43, NECTIN2, BAK1, SIRT2, RAF1, NFKB2, IFNAR1, RNF216, CAPZA2, PSMB8, TRIM34, ABCF3, CXCR4, GPER1, DTX3L, SELENOS, MAPK3"
GO_DEFENSE_RESPONSE,1e-10,1.523375110795066e-8,NA,0.2989781699288184,1.5298713825006105,1173,"XAF1, CXCL12, EDN1, UFL1, GBP3, VIM, ISG15, B2M, PARP14, AP1G1, TOLLIP, IKBKB, APOBEC3H, PGLYRP1, S1PR3, G3BP1, ITGB1, MAP4K2, ADAM17, PSMB1, USP18, RNASET2, RELA, BST2, CDK19, TYK2, WFDC1, HLA-A, HLA-B, HLA-C, HLA-E, HLA-F, HLA-G, SOCS6, SHC1, PRDX2, SBNO2, IFNGR1, ECM1, FAM3A, MFHAS1, ICAM2, RPS6KA5, TBKBP1, BMP6, SERPINE1, CYBA, ATP1A2, HSPG2, CD83, CDH5, PSMD2, IFI35, AKT1, ADGRE5, FBXL20, BNIP3L, NFE2L1, PSMA5, RAC1, CR2, IRGM, HFE, IFIT1B, IFITM1, IFITM2, IFITM3, PSMD6, PSMB2, CD180, CDC42EP4, BCL10, ELMOD2, JAK3, F11R, TGM2, SNAP23, HNRNPA0, IL1RAP, IRAK2, KIF5B, HEXIM1, DNAJC3, TSPAN2, LY96, FYN, YES1, NOTCH1, AKIRIN2, PUM2, CAPZA1, JAK1, PSMD11, RPS19, RPL13A, ZC3HAV1, FBXW11, SP140, PSMB7, TRIM39, UFD1, TRAF6, RNF125, ICAM1, IFIH1, TRIM27, SLC7A2, SEH1L, RSAD2, GPR17, CUEDC2, ALS2, TSPAN6, F2R, COLEC12, AFAP1L2, GBP6, DPP4, ACER3, PARP4, TRAFD1, STAT1, ERAP1, DDX21, LAMP1, MAP3K7, PRDX1, RELB, RNF26, ABCC9, VAMP8, SERINC5, FN1, PRKDC, RARRES2, NFATC4, HTRA1, VDAC3, BECN1, PSMA6, CSF1, PSMC2, GBP5, LXN, LY75, IRF7, NR1D2, STXBP3, F3, SKP2, HSP90AB1, MOV10, TAP1, DDX60, EIF4E, PTGIS, PTGER4, TTBK1, ANKHD1, SAMHD1, LGALS8, SUMO1, KDM6B, NUPR1, ABCF1, IL15, PPP1R11, FRK, PSMB9, VPS35, PTGER1, EDNRB, UNC93B1, CDC37, PTN, NFKBIA, SNX4, ATM, HMGB2, ANXA3, PSMF1, CALCRL, RBMS3, FLNA, PPARD, ACTR3, PSMD3, TRAF3IP2, TRIM43, TRIM43B, PLA2G6, PSMD13, PER1, SYNCRIP, SOCS1, SKP1, EIF4G1, DDX58, AXL, PLP1, AIM2, COTL1, MAPK14, TRIM13, JAK2, VEZF1, PSMA7, DDX3X, TRIM56, SRC, IRAK3, TLR3, IL6ST, SEMA7A, OASL, TRIL, RIPK2, DDIT4, LDLR, NPLOC4, MASP1, DHX9, ZC3H12A, BIRC2, CAMP, TRIM21, ZBP1, CD81, DHX58, VAMP7, CST3, MID2, NLRX1, MSRB1, MICA, MICB, RAB43, NECTIN2, SIRT2, CAMLG, RAF1, ADORA2B, CD200, IFNAR1, RNF216, LPCAT3, CAPZA2, PSMB8, TRIM34, ABCF3, CXCR4, VDAC1, GPER1, DTX3L, SELENOS, MAPK3, FES, STAT5A, SEC14L1, GBP2, NRAS, ADORA2A, FOSL1, CHIA, METTL3, ACE2, APP, NRROS, CCRL2, NOTCH2, NR2E1, ACTG1, PVR, PRDX5, APOE, ZNF148, PPARA, TTC4, GPX1, ETS1, ITGB2, PSMB10, TUBB4B, PSMD9, SGMS1, ARG1, TRIM26, SOCS3, PBK, CD55, PSMD1, TKFC, PUM1, BAP1, DDX17, CCR9, INAVA, STAT5B, OGG1"
GO_REGULATION_OF_TRANSPORT,1e-10,1.523375110795066e-8,NA,-0.3188936551574019,-1.535120886738282,1528,"RAB3C, FXYD7, CAMK2A, SLC17A7, SHANK1, MCTP1, IL1RAPL1, BICD1, THY1, SYT4, CD74, HCN1, GRM5, CNTN1, GRIA4, HECW1, CCK, HOMER2, FEZ1, CALY, RASGRF1, NDRG4, PTK2B, AKAP6, AHI1, PPFIA2, CACNA2D1, GRIA1, STX1A, CACNA2D3, KCNMA1, PRKCG, SHANK2, GRIN2A, PCDH17, SGIP1, GRIPAP1, RYR2, NRXN1, CALM2, KCNQ3, ANKRD27, HDAC9, DNAJC6, KCNIP4, PACSIN1, DPP6, CACNA1D, MAP1B, SPTBN4, RIMS2, CACNA1B, PRKAG2, TRIM46, SHISA9, NOS1AP, CBLL1, MEF2C, CACNG3, GRIK5, HPCA, CDH13, HOMER1, KCNH1, SNAP25, CACNB4, TENM1, GRIN2B, TNNC1, FGF14, PREPL, ATP1B1, ARV1, MIF, CACNB2, PRKAR1B, UBASH3B, LRRTM1, GRIN1, KCNIP2, C2CD5, MAP2, KCNC2, FABP3, SYT5, AKAP5, ICA1L, RIT2, NLGN1, CSPG5, CHGA, PPARG, GRM7, SCN1A, COX17, SYT1, TRIM28, SYP, PRKG2, KALRN, PRKCA, ARC, NSUN2, SLC8A1, EFNA5, NETO1, GPR27, PRKCE, DNM1, EPHA3, FKBP1A, KCNB1, KCNQ4, SH3GL2, CLU, SYT7, PPT1, FGF12, TMEM38B, NAPA, SORL1, VSNL1, KCNH7, SYT13, WNK2, FBXW7, PFN2, TTC39B, MYO5A, GRIA2, PSEN2, CEP290, TTC21B, PPP3CA, PFKL, P2RY12, SERGEF, SYNGR3, RAB15, KCNMB4, FHL1, ASIC2, NRG1, BCL2, SNCA, APBA2, CAMK2B, KCNF1, GRP, ATP2B1, SCN1B, DGKI, HRAS, KCND2, C12orf4, NSF, RNF139, ZDHHC8, GNB5, STXBP5L, RELN, FABP5, DMD, SYN1, TGFB1, SYT17, APOD, KCNJ3, SLC30A5, CADPS2, GRIA3, CAMK1D, SHISA6, PDPK1, PRKCB, ADRA1A, ITPR1, ANK2, RAB27A, APBB1, CHRM1, DLG2, CX3CL1, ADCY1, CLEC9A, HCK, CNST, KCNH3, SPAG5, SV2A, MAPK1, SCG5, RBP4, CACNG2, CLDN10, CRY2, B3GAT3, JPH1, SLC4A8, DISP3, C1QTNF12, RAB26, ISCU, SYBU, AKAP8L, RBM26, PRKD1, SCN3B, C1QTNF4, KCNQ5, NIPSNAP2, GSG1L, FXYD6, KCNAB2, KCNQ1, KCNN2, IGF1, FRMD4A, RIMS1, LRRC7, TRDN, HTT, SEC24B, PAM, SCN2A, ATP2B4, SNTA1, CACNB3, COMMD1, OSBPL6, SCN2B, HTR2C, PTPN1, CAMK1, EXPH5, CYP4F2, ADCYAP1, C2CD2L, CHRM3, YOD1, PICK1, LRSAM1, NALCN, ACSL3, INPP5F, RAB3A, KCNJ4, TOR1A, PTPN3, EGFR, SIRT6, NF1, CNR1, ARHGAP44, SYNJ2BP, BRSK1, PRKACA, CAB39, SLC6A1, GSK3A, BSN, SLC25A27, RAB21, STAC2, KCNJ6, MEF2A, RAB31, RAB4A, KMT2A, BACE1, DNAJC27, OXCT1, CACNB1, PPP3CC, PLA2G4E, GOSR1, PPARGC1A, VPS4A, KCNIP1, SCP2, CACNA2D2, KCNV1, ICE1, KCNQ2, SUFU, NECAB2, PIM1, PCLO, BRSK2, SESTD1, EEF2K, CNIH2, CTTNBP2NL, TESC, DGKD, LRRK2, ACVR1C, TRPV2, ATP8A2, PIK3R2, ABR, TRPC6, WFS1, EEPD1, INHA, CA7, TBC1D20, OAZ2, BORCS5, HCN2, SLC30A3, MYO1C, NKAIN2, ITSN1, TNK2, PTEN, MIB1, CACNG8"
